class1,receptor1_name_short,receptor1_name,receptor1_entry_name,class2,receptor2_name_short,receptor2_name,receptor2_entry_name,identity,similarity
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,8,19
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,7,19
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,7,16
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,7,17
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,7,16
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,10,22
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,7,19
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,10,20
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,9,21
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,9,20
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,6,19
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,7,21
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,5,18
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,8,16
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,8,20
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,9,19
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,7,20
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,6,19
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,5,17
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,9,18
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,7,18
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,9,20
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,7,20
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,6,18
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,5,19
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,7,19
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,8,21
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,7,18
C (Glutamate),CaS,CaS receptor,casr_human,GPR107,GPR107,GPR107,gp107_human,5,19
C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,GPR107,GPR107,GPR107,gp107_human,5,17
C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,GPR107,GPR107,GPR107,gp107_human,5,17
C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,GPR107,GPR107,GPR107,gp107_human,7,17
C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,GPR107,GPR107,GPR107,gp107_human,7,20
C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,GPR107,GPR107,GPR107,gp107_human,7,20
C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,GPR107,GPR107,GPR107,gp107_human,6,16
C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,GPR107,GPR107,GPR107,gp107_human,7,17
C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,GPR107,GPR107,GPR107,gp107_human,7,17
C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,GPR107,GPR107,GPR107,gp107_human,6,17
C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,GPR107,GPR107,GPR107,gp107_human,7,17
C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,GPR107,GPR107,GPR107,gp107_human,5,17
C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,GPR107,GPR107,GPR107,gp107_human,7,16
C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,GPR107,GPR107,GPR107,gp107_human,4,15
C (Glutamate),GPR156,GPR156,gp156_human,GPR107,GPR107,GPR107,gp107_human,7,18
C (Glutamate),GPR158,GPR158,gp158_human,GPR107,GPR107,GPR107,gp107_human,5,16
C (Glutamate),GPR179,GPR179,gp179_human,GPR107,GPR107,GPR107,gp107_human,4,15
C (Glutamate),GPRC5A,GPRC5A,rai3_human,GPR107,GPR107,GPR107,gp107_human,6,19
C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,GPR107,GPR107,GPR107,gp107_human,8,21
C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,GPR107,GPR107,GPR107,gp107_human,7,19
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,GPR107,GPR107,GPR107,gp107_human,8,18
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,GPR107,GPR107,GPR107,gp107_human,7,18
C (Glutamate),CaS,CaS receptor,casr_human,GPR137,GPR137,GPR137,g137a_human,7,15
C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,GPR137,GPR137,GPR137,g137a_human,9,15
C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,GPR137,GPR137,GPR137,g137a_human,8,17
C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,GPR137,GPR137,GPR137,g137a_human,6,16
C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,GPR137,GPR137,GPR137,g137a_human,7,17
C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,GPR137,GPR137,GPR137,g137a_human,7,16
C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,GPR137,GPR137,GPR137,g137a_human,7,16
C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,GPR137,GPR137,GPR137,g137a_human,6,15
C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,GPR137,GPR137,GPR137,g137a_human,6,15
C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,GPR137,GPR137,GPR137,g137a_human,6,15
C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,GPR137,GPR137,GPR137,g137a_human,6,15
C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,GPR137,GPR137,GPR137,g137a_human,8,16
C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,GPR137,GPR137,GPR137,g137a_human,10,20
C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,GPR137,GPR137,GPR137,g137a_human,9,15
C (Glutamate),GPR156,GPR156,gp156_human,GPR137,GPR137,GPR137,g137a_human,8,17
C (Glutamate),GPR158,GPR158,gp158_human,GPR137,GPR137,GPR137,g137a_human,7,17
C (Glutamate),GPR179,GPR179,gp179_human,GPR137,GPR137,GPR137,g137a_human,8,18
C (Glutamate),GPRC5A,GPRC5A,rai3_human,GPR137,GPR137,GPR137,g137a_human,8,16
C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,GPR137,GPR137,GPR137,g137a_human,5,14
C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,GPR137,GPR137,GPR137,g137a_human,3,11
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,GPR137,GPR137,GPR137,g137a_human,9,14
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,GPR137,GPR137,GPR137,g137a_human,7,14
C (Glutamate),CaS,CaS receptor,casr_human,TPRA1,TPRA1,TPRA1,tpra1_human,7,21
C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,TPRA1,TPRA1,TPRA1,tpra1_human,6,19
C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,TPRA1,TPRA1,TPRA1,tpra1_human,7,18
C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,20
C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,TPRA1,TPRA1,TPRA1,tpra1_human,7,19
C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,TPRA1,TPRA1,TPRA1,tpra1_human,7,18
C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,TPRA1,TPRA1,TPRA1,tpra1_human,10,21
C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,TPRA1,TPRA1,TPRA1,tpra1_human,9,19
C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,TPRA1,TPRA1,TPRA1,tpra1_human,9,21
C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,22
C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,21
C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,TPRA1,TPRA1,TPRA1,tpra1_human,9,18
C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,16
C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,18
C (Glutamate),GPR156,GPR156,gp156_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,19
C (Glutamate),GPR158,GPR158,gp158_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,21
C (Glutamate),GPR179,GPR179,gp179_human,TPRA1,TPRA1,TPRA1,tpra1_human,9,18
C (Glutamate),GPRC5A,GPRC5A,rai3_human,TPRA1,TPRA1,TPRA1,tpra1_human,10,22
C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,22
C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,21
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,TPRA1,TPRA1,TPRA1,tpra1_human,10,25
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,TPRA1,TPRA1,TPRA1,tpra1_human,8,21
C (Glutamate),CaS,CaS receptor,casr_human,GPR143,GPR143,GPR143,gp143_human,7,16
C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,GPR143,GPR143,GPR143,gp143_human,8,18
C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,GPR143,GPR143,GPR143,gp143_human,8,20
C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,GPR143,GPR143,GPR143,gp143_human,8,18
C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,GPR143,GPR143,GPR143,gp143_human,8,18
C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,GPR143,GPR143,GPR143,gp143_human,5,18
C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,GPR143,GPR143,GPR143,gp143_human,8,19
C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,GPR143,GPR143,GPR143,gp143_human,8,18
C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,GPR143,GPR143,GPR143,gp143_human,7,18
C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,GPR143,GPR143,GPR143,gp143_human,5,17
C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,GPR143,GPR143,GPR143,gp143_human,5,18
C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,GPR143,GPR143,GPR143,gp143_human,7,18
C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,GPR143,GPR143,GPR143,gp143_human,7,18
C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,GPR143,GPR143,GPR143,gp143_human,7,17
C (Glutamate),GPR156,GPR156,gp156_human,GPR143,GPR143,GPR143,gp143_human,8,17
C (Glutamate),GPR158,GPR158,gp158_human,GPR143,GPR143,GPR143,gp143_human,6,17
C (Glutamate),GPR179,GPR179,gp179_human,GPR143,GPR143,GPR143,gp143_human,8,15
C (Glutamate),GPRC5A,GPRC5A,rai3_human,GPR143,GPR143,GPR143,gp143_human,8,20
C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,GPR143,GPR143,GPR143,gp143_human,8,20
C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,GPR143,GPR143,GPR143,gp143_human,6,19
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,GPR143,GPR143,GPR143,gp143_human,7,21
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,GPR143,GPR143,GPR143,gp143_human,8,19
C (Glutamate),CaS,CaS receptor,casr_human,GPR157,GPR157,GPR157,gp157_human,10,22
C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,GPR157,GPR157,GPR157,gp157_human,7,23
C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,GPR157,GPR157,GPR157,gp157_human,12,25
C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,GPR157,GPR157,GPR157,gp157_human,9,22
C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,GPR157,GPR157,GPR157,gp157_human,11,22
C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,GPR157,GPR157,GPR157,gp157_human,9,22
C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,GPR157,GPR157,GPR157,gp157_human,11,23
C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,GPR157,GPR157,GPR157,gp157_human,9,22
C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,GPR157,GPR157,GPR157,gp157_human,13,25
C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,GPR157,GPR157,GPR157,gp157_human,11,22
C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,GPR157,GPR157,GPR157,gp157_human,10,23
C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,GPR157,GPR157,GPR157,gp157_human,11,22
C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,GPR157,GPR157,GPR157,gp157_human,11,23
C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,GPR157,GPR157,GPR157,gp157_human,9,17
C (Glutamate),GPR156,GPR156,gp156_human,GPR157,GPR157,GPR157,gp157_human,11,23
C (Glutamate),GPR158,GPR158,gp158_human,GPR157,GPR157,GPR157,gp157_human,8,20
C (Glutamate),GPR179,GPR179,gp179_human,GPR157,GPR157,GPR157,gp157_human,9,18
C (Glutamate),GPRC5A,GPRC5A,rai3_human,GPR157,GPR157,GPR157,gp157_human,9,19
C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,GPR157,GPR157,GPR157,gp157_human,11,22
C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,GPR157,GPR157,GPR157,gp157_human,9,21
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,GPR157,GPR157,GPR157,gp157_human,8,21
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,GPR157,GPR157,GPR157,gp157_human,9,23
C (Glutamate),CaS,CaS receptor,casr_human,GPR214,GPR214,GPR214,tm116_human,6,19
C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,GPR214,GPR214,GPR214,tm116_human,8,19
C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,GPR214,GPR214,GPR214,tm116_human,6,19
C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,GPR214,GPR214,GPR214,tm116_human,8,19
C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,GPR214,GPR214,GPR214,tm116_human,6,18
C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,GPR214,GPR214,GPR214,tm116_human,6,19
C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,GPR214,GPR214,GPR214,tm116_human,7,19
C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,GPR214,GPR214,GPR214,tm116_human,9,19
C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,GPR214,GPR214,GPR214,tm116_human,8,22
C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,GPR214,GPR214,GPR214,tm116_human,8,20
C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,GPR214,GPR214,GPR214,tm116_human,9,21
C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,GPR214,GPR214,GPR214,tm116_human,8,16
C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,GPR214,GPR214,GPR214,tm116_human,6,19
C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,GPR214,GPR214,GPR214,tm116_human,6,18
C (Glutamate),GPR156,GPR156,gp156_human,GPR214,GPR214,GPR214,tm116_human,7,17
C (Glutamate),GPR158,GPR158,gp158_human,GPR214,GPR214,GPR214,tm116_human,6,18
C (Glutamate),GPR179,GPR179,gp179_human,GPR214,GPR214,GPR214,tm116_human,7,16
C (Glutamate),GPRC5A,GPRC5A,rai3_human,GPR214,GPR214,GPR214,tm116_human,6,16
C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,GPR214,GPR214,GPR214,tm116_human,6,18
C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,GPR214,GPR214,GPR214,tm116_human,6,17
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,GPR214,GPR214,GPR214,tm116_human,6,17
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,GPR214,GPR214,GPR214,tm116_human,5,17
C (Glutamate),CaS,CaS receptor,casr_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,10,20
C (Glutamate),GABA<sub>B1</sub>,GABA<sub>B1</sub>,gabr1_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,8,18
C (Glutamate),GABA<sub>B2</sub>,GABA<sub>B2</sub>,gabr2_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,6,16
C (Glutamate),mGlu<sub>1</sub>,mGlu<sub>1</sub> receptor,grm1_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,17
C (Glutamate),mGlu<sub>2</sub>,mGlu<sub>2</sub> receptor,grm2_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,6,18
C (Glutamate),mGlu<sub>3</sub>,mGlu<sub>3</sub> receptor,grm3_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,17
C (Glutamate),mGlu<sub>4</sub>,mGlu<sub>4</sub> receptor,grm4_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,17
C (Glutamate),mGlu<sub>5</sub>,mGlu<sub>5</sub> receptor,grm5_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,6,16
C (Glutamate),mGlu<sub>6</sub>,mGlu<sub>6</sub> receptor,grm6_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,18
C (Glutamate),mGlu<sub>7</sub>,mGlu<sub>7</sub> receptor,grm7_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,17
C (Glutamate),mGlu<sub>8</sub>,mGlu<sub>8</sub> receptor,grm8_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,18
C (Glutamate),TAS1R1,TAS1R1,ts1r1_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,18
C (Glutamate),TAS1R2,TAS1R2,ts1r2_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,7,19
C (Glutamate),TAS1R3,TAS1R3,ts1r3_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,18
C (Glutamate),GPR156,GPR156,gp156_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,6,13
C (Glutamate),GPR158,GPR158,gp158_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,6,19
C (Glutamate),GPR179,GPR179,gp179_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,7,18
C (Glutamate),GPRC5A,GPRC5A,rai3_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,6,18
C (Glutamate),GPRC5B,GPRC5B,gpc5b_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,20
C (Glutamate),GPRC5C,GPRC5C,gpc5c_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,5,17
C (Glutamate),GPRC5D,GPRC5D,gpc5d_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,7,20
C (Glutamate),GPRC6,GPRC6 receptor,gpc6a_human,D1 (Ste2-like fungal pheromone),STE2,STE2,ste2_yeast,6,17
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,8,20
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,9,20
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,10,22
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,11,23
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,7,22
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,8,22
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,9,22
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R10,TAS2R10,t2r10_human,8,21
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R13,TAS2R13,t2r13_human,9,23
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R14,TAS2R14,t2r14_human,7,21
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R16,TAS2R16,t2r16_human,7,20
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R19,TAS2R19,t2r19_human,9,21
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R20,TAS2R20,t2r20_human,6,21
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R30,TAS2R30,t2r30_human,8,21
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R31,TAS2R31,t2r31_human,8,22
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R38,TAS2R38,t2r38_human,8,18
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R39,TAS2R39,t2r39_human,8,23
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R40,TAS2R40,t2r40_human,9,24
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R41,TAS2R41,t2r41_human,8,24
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R42,TAS2R42,t2r42_human,8,25
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R43,TAS2R43,t2r43_human,8,22
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R45,TAS2R45,t2r45_human,7,21
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R46,TAS2R46,t2r46_human,8,21
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R50,TAS2R50,t2r50_human,9,23
F (Frizzled),FZD<sub>1</sub>,FZD<sub>1</sub>,fzd1_human,T (Taste 2),TAS2R60,TAS2R60,t2r60_human,7,22
F (Frizzled),FZD<sub>2</sub>,FZD<sub>2</sub>,fzd2_human,T (Taste 2),TAS2R1,TAS2R1,ta2r1_human,8,21
F (Frizzled),FZD<sub>2</sub>,FZD<sub>2</sub>,fzd2_human,T (Taste 2),TAS2R3,TAS2R3,ta2r3_human,8,20
F (Frizzled),FZD<sub>2</sub>,FZD<sub>2</sub>,fzd2_human,T (Taste 2),TAS2R4,TAS2R4,ta2r4_human,9,23
F (Frizzled),FZD<sub>2</sub>,FZD<sub>2</sub>,fzd2_human,T (Taste 2),TAS2R5,TAS2R5,ta2r5_human,10,23
F (Frizzled),FZD<sub>2</sub>,FZD<sub>2</sub>,fzd2_human,T (Taste 2),TAS2R7,TAS2R7,ta2r7_human,7,22
F (Frizzled),FZD<sub>2</sub>,FZD<sub>2</sub>,fzd2_human,T (Taste 2),TAS2R8,TAS2R8,ta2r8_human,7,22
F (Frizzled),FZD<sub>2</sub>,FZD<sub>2</sub>,fzd2_human,T (Taste 2),TAS2R9,TAS2R9,ta2r9_human,8,23
